Unnamed: 0,city,latitude,longitude,dist_road,dist_industry,dist_dump,dist_farmland,datetimeUtc,co,no2,o3,pm10,pm25,so2,datetime_hour,Temperature,Humidity,Wind Speed,Wind Direction,pollution_source
24,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 02:45:00+00:00,1.07,66.72,18.57,104,53.4,11.85,2025-02-19 02:00:00+00:00,21.7,50,10.7,319,Vehicular
25,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 03:00:00+00:00,1.15,75.29,16.7,111.4,56.3,13.27,2025-02-19 03:00:00+00:00,22.8,47,9.1,321,Vehicular
26,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 03:15:00+00:00,1.07,78.3,22.87,112.3,56.8,13.91,2025-02-19 03:00:00+00:00,22.8,47,9.1,321,Vehicular
27,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 03:30:00+00:00,1.02,84.71,26.6,114.5,57.9,13.88,2025-02-19 03:00:00+00:00,22.8,47,9.1,321,Vehicular
28,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 03:45:00+00:00,0.95,89.2,27.8,120.7,62.1,13.91,2025-02-19 03:00:00+00:00,22.8,47,9.1,321,Vehicular
29,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 04:15:00+00:00,0.79,91.82,37.86,127,67.8,13.23,2025-02-19 04:00:00+00:00,25.2,40,5.2,329,Vehicular
30,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 04:30:00+00:00,0.65,84.7,44.58,124.1,68.3,11.84,2025-02-19 04:00:00+00:00,25.2,40,5.2,329,Vehicular
31,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 04:45:00+00:00,0.63,82.02,46.28,131,72.4,11.78,2025-02-19 04:00:00+00:00,25.2,40,5.2,329,Vehicular
32,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 05:00:00+00:00,0.48,77.1,46.78,139.7,77.8,13.61,2025-02-19 05:00:00+00:00,27.5,35,5.1,321,Vehicular
33,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 05:15:00+00:00,0.46,77.41,47.49,139,77.5,16.88,2025-02-19 05:00:00+00:00,27.5,35,5.1,321,Vehicular
34,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 05:30:00+00:00,0.46,83.22,49.73,137.3,77.1,24.51,2025-02-19 05:00:00+00:00,27.5,35,5.1,321,Vehicular
35,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 05:45:00+00:00,0.43,76.42,56.67,136.3,77,31.92,2025-02-19 05:00:00+00:00,27.5,35,5.1,321,Vehicular
36,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 06:15:00+00:00,0.43,72.45,58.51,132.9,76.8,35.85,2025-02-19 06:00:00+00:00,27.6,35,4.7,317,Vehicular
37,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 06:30:00+00:00,0.48,76.72,59.93,131.3,76.2,36.55,2025-02-19 06:00:00+00:00,27.6,35,4.7,317,Vehicular
38,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 07:00:00+00:00,0.52,63.65,68.44,135,80.2,29.98,2025-02-19 07:00:00+00:00,30.4,29,4.1,315,Vehicular
39,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 07:15:00+00:00,0.44,51.51,86.97,134.5,80.2,21.93,2025-02-19 07:00:00+00:00,30.4,29,4.1,315,Vehicular
40,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 07:30:00+00:00,0.5,48.58,98.46,134.6,80.3,17.08,2025-02-19 07:00:00+00:00,30.4,29,4.1,315,Vehicular
41,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 07:45:00+00:00,0.42,46.37,96.06,130.6,77.8,12.77,2025-02-19 07:00:00+00:00,30.4,29,4.1,315,Vehicular
42,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 08:15:00+00:00,0.28,44.8,85.86,122.7,73.8,10.14,2025-02-19 08:00:00+00:00,30.9,28,5.8,324,Vehicular
43,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 08:30:00+00:00,0.26,42.56,69.04,120.9,73.4,9.3,2025-02-19 08:00:00+00:00,30.9,28,5.8,324,Vehicular
44,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 08:45:00+00:00,0.18,39.4,56.69,111.8,68.9,7.89,2025-02-19 08:00:00+00:00,30.9,28,5.8,324,Vehicular
45,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 09:00:00+00:00,0.25,39.36,55.68,102.7,63.1,7.78,2025-02-19 09:00:00+00:00,32.2,25,6.5,312,Vehicular
46,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 09:15:00+00:00,0.21,39.02,50.86,103.5,63.6,6.48,2025-02-19 09:00:00+00:00,32.2,25,6.5,312,Vehicular
47,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 09:30:00+00:00,0.15,35.25,51.45,105.5,63.6,5.84,2025-02-19 09:00:00+00:00,32.2,25,6.5,312,Vehicular
48,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 09:45:00+00:00,0.13,36.39,54.86,101.3,60.5,5.98,2025-02-19 09:00:00+00:00,32.2,25,6.5,312,Vehicular
49,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 10:15:00+00:00,0.1,43.71,52.85,95,56.1,6.42,2025-02-19 10:00:00+00:00,33,23,6.1,282,Vehicular
50,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 10:30:00+00:00,0.12,43.44,51.21,95.2,55.3,6.69,2025-02-19 10:00:00+00:00,33,23,6.1,282,Vehicular
51,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 10:45:00+00:00,0.14,42.18,55.24,89.3,51,6.64,2025-02-19 10:00:00+00:00,33,23,6.1,282,Vehicular
52,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 11:00:00+00:00,0.25,44.4,51.83,81.1,45.9,7.22,2025-02-19 11:00:00+00:00,33.3,21,9,280,Vehicular
53,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 11:15:00+00:00,0.26,44.39,52.54,81.9,45.6,8.34,2025-02-19 11:00:00+00:00,33.3,21,9,280,Vehicular
54,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 11:30:00+00:00,0.25,42.84,56.48,82.9,45.7,7.18,2025-02-19 11:00:00+00:00,33.3,21,9,280,Vehicular
55,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 11:45:00+00:00,0.27,41.54,54.14,82.7,45.3,6.59,2025-02-19 11:00:00+00:00,33.3,21,9,280,Vehicular
56,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 12:15:00+00:00,0.36,42.03,56.43,68.4,38,7.04,2025-02-19 12:00:00+00:00,32.7,21,14.1,274,Vehicular
57,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 12:30:00+00:00,0.41,48.08,50.67,68,38.2,6.93,2025-02-19 12:00:00+00:00,32.7,21,14.1,274,Vehicular
58,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 13:00:00+00:00,0.68,75.85,25.71,76.6,44,8.71,2025-02-19 13:00:00+00:00,31.8,23,12.1,243,Vehicular
59,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 13:15:00+00:00,0.87,87.5,16.37,77.6,44.8,9.93,2025-02-19 13:00:00+00:00,31.8,23,12.1,243,Vehicular
60,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 13:30:00+00:00,0.92,96.93,12.04,77.7,45.8,11.28,2025-02-19 13:00:00+00:00,31.8,23,12.1,243,Vehicular
61,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 13:45:00+00:00,1.06,104.56,9.96,96,56.9,11.58,2025-02-19 13:00:00+00:00,31.8,23,12.1,243,Vehicular
62,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 14:15:00+00:00,0.99,106.14,4.77,122.6,71.5,10.3,2025-02-19 14:00:00+00:00,30.3,26,12.7,243,Vehicular
63,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 14:30:00+00:00,1,103.38,3.43,123.9,71.8,11.28,2025-02-19 14:00:00+00:00,30.3,26,12.7,243,Vehicular
64,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 14:45:00+00:00,0.89,100.87,4.64,124.6,70.7,10.57,2025-02-19 14:00:00+00:00,30.3,26,12.7,243,Vehicular
65,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 15:00:00+00:00,0.8,98.23,4.45,121.8,69.7,9.64,2025-02-19 15:00:00+00:00,29.2,28,11.9,243,Vehicular
66,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 15:15:00+00:00,0.78,93.06,5.48,121.3,70.3,9.48,2025-02-19 15:00:00+00:00,29.2,28,11.9,243,Vehicular
67,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 15:30:00+00:00,0.92,93.55,4.64,121.7,70.7,10.62,2025-02-19 15:00:00+00:00,29.2,28,11.9,243,Vehicular
68,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 15:45:00+00:00,0.94,91.48,3.34,122.2,71.4,9.58,2025-02-19 15:00:00+00:00,29.2,28,11.9,243,Vehicular
69,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 16:15:00+00:00,1.11,87.45,1.96,122.5,73,9,2025-02-19 16:00:00+00:00,28.7,29,10.4,238,Vehicular
70,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 16:30:00+00:00,1.16,85.58,1.84,124.8,73.3,8.99,2025-02-19 16:00:00+00:00,28.7,29,10.4,238,Vehicular
71,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 16:45:00+00:00,1.09,83.66,2.48,124.5,73.7,9.02,2025-02-19 16:00:00+00:00,28.7,29,10.4,238,Vehicular
72,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 17:00:00+00:00,1.08,84.07,2.59,125.2,73.4,9.85,2025-02-19 17:00:00+00:00,28.4,30,9.3,238,Vehicular
73,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 17:15:00+00:00,1.05,87.09,1.53,127.8,74.2,10.25,2025-02-19 17:00:00+00:00,28.4,30,9.3,238,Vehicular
74,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 17:30:00+00:00,0.72,85.3,2.07,128.8,74.6,9.31,2025-02-19 17:00:00+00:00,28.4,30,9.3,238,Vehicular
75,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 17:45:00+00:00,0.37,72.51,7.26,129.5,74.6,8.39,2025-02-19 17:00:00+00:00,28.4,30,9.3,238,Vehicular
76,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 19:15:00+00:00,0.05,53.2,17.98,118.4,65.8,10.36,2025-02-19 19:00:00+00:00,26.2,34,11,251,Vehicular
77,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 19:30:00+00:00,0.01,54.92,17.31,118.7,66.2,9.84,2025-02-19 19:00:00+00:00,26.2,34,11,251,Vehicular
78,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 19:45:00+00:00,0.08,54.1,16.49,106.8,59.4,8.82,2025-02-19 19:00:00+00:00,26.2,34,11,251,Vehicular
79,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 20:30:00+00:00,0.25,48.29,14.01,93.1,51.3,7.41,2025-02-19 20:00:00+00:00,25,37,11.8,258,Vehicular
80,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 20:45:00+00:00,0.31,47.01,14.32,84.7,47.1,7.76,2025-02-19 20:00:00+00:00,25,37,11.8,258,Vehicular
81,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 21:00:00+00:00,0.38,46.8,13.61,73.5,41.5,7.37,2025-02-19 21:00:00+00:00,24.1,42,11,269,Vehicular
82,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 21:15:00+00:00,0.43,45.68,13.87,73.8,41.6,7.14,2025-02-19 21:00:00+00:00,24.1,42,11,269,Vehicular
83,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 21:30:00+00:00,0.45,44.42,12.86,74.9,41.4,8.13,2025-02-19 21:00:00+00:00,24.1,42,11,269,Vehicular
84,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 21:45:00+00:00,0.48,44.49,12.21,74.3,40,10.48,2025-02-19 21:00:00+00:00,24.1,42,11,269,Vehicular
85,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 22:15:00+00:00,0.28,48,11.46,71.5,38.2,10.81,2025-02-19 22:00:00+00:00,23.5,46,10.7,276,Vehicular
86,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 22:30:00+00:00,0.19,49.63,10.86,71.1,37.9,11.5,2025-02-19 22:00:00+00:00,23.5,46,10.7,276,Vehicular
87,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 22:45:00+00:00,0.13,50.55,10.91,70.4,38.2,11.76,2025-02-19 22:00:00+00:00,23.5,46,10.7,276,Vehicular
88,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 23:00:00+00:00,0.07,51.87,11,70.5,38.5,12.03,2025-02-19 23:00:00+00:00,22.7,49,10.9,292,Vehicular
89,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 23:15:00+00:00,0.06,50.18,10.48,71,38.4,9.85,2025-02-19 23:00:00+00:00,22.7,49,10.9,292,Vehicular
90,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 23:30:00+00:00,0.14,49.8,10.22,71.4,38.1,12.54,2025-02-19 23:00:00+00:00,22.7,49,10.9,292,Vehicular
91,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-19 23:45:00+00:00,0.08,49.68,11.37,70.8,37.8,13.23,2025-02-19 23:00:00+00:00,22.7,49,10.9,292,Vehicular
92,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-20 00:15:00+00:00,0.08,50.37,11,68.1,36.3,11.65,2025-02-20 00:00:00+00:00,22.2,51,10.4,302,Vehicular
93,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-20 00:30:00+00:00,0.09,48.16,10.98,68.6,36.7,11.3,2025-02-20 00:00:00+00:00,22.2,51,10.4,302,Vehicular
94,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-20 00:45:00+00:00,0.2,48.57,8.7,63.9,34,10.39,2025-02-20 00:00:00+00:00,22.2,51,10.4,302,Vehicular
95,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-20 01:00:00+00:00,0.3,50.12,7.07,56.9,30.6,9.62,2025-02-20 01:00:00+00:00,21.9,55,10.6,313,Vehicular
96,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-20 01:15:00+00:00,0.43,53.01,4.5,56.9,30.6,9.41,2025-02-20 01:00:00+00:00,21.9,55,10.6,313,Vehicular
97,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-20 01:30:00+00:00,0.54,53.23,4.59,57.9,30.6,8.86,2025-02-20 01:00:00+00:00,21.9,55,10.6,313,Vehicular
98,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-20 01:45:00+00:00,0.61,53.66,4.43,63.9,33.7,9.1,2025-02-20 01:00:00+00:00,21.9,55,10.6,313,Vehicular
99,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-20 02:00:00+00:00,0.77,53.52,4.1,71.4,37.6,8.65,2025-02-20 02:00:00+00:00,21.5,56,10.3,313,Vehicular
100,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-20 02:15:00+00:00,0.8,54.23,4.74,71.2,37.7,9.11,2025-02-20 02:00:00+00:00,21.5,56,10.3,313,Vehicular
101,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-20 02:30:00+00:00,0.77,56.53,5.63,71.1,38.1,12.02,2025-02-20 02:00:00+00:00,21.5,56,10.3,313,Vehicular
102,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-20 02:45:00+00:00,0.7,60.55,7.87,80.3,43.5,13.89,2025-02-20 02:00:00+00:00,21.5,56,10.3,313,Vehicular
103,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-20 03:00:00+00:00,0.61,62.42,11.27,94.1,50.1,16.23,2025-02-20 03:00:00+00:00,22.5,51,7.9,303,Vehicular
104,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-20 03:15:00+00:00,0.51,63.66,13.89,95.6,50.1,18.49,2025-02-20 03:00:00+00:00,22.5,51,7.9,303,Vehicular
105,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,3822.014197,4154.568994,4667.715767,4668.613415,2025-02-20 03:30:00+00:00,0.38,61.11,20.69,94.9,50.4,19.76,2025-02-20 03:00:00+00:00,22.5,51,7.9,303,Vehicular
