city,latitude,longitude,datetimeUtc,co,no2,o3,pm10,pm25,so2
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T06:30:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T06:45:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T07:00:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T07:15:00Z,0.19,2.85,28.57,143.46,65.24,29.28
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T07:30:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T07:45:00Z,0.19,2.85,28.57,143.46,65.24,28.94
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T08:00:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T08:15:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T08:30:00Z,0.19,2.85,28.57,143.46,65.24,28.94
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T12:00:00Z,0.19,2.85,28.57,143.46,65.24,29.35
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T12:15:00Z,0.19,2.85,28.57,143.46,65.24,28.95
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T12:30:00Z,0.19,2.85,28.57,143.46,65.24,29.28
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T12:45:00Z,0.19,2.85,28.57,143.46,65.24,29.28
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T13:00:00Z,0.19,2.85,28.57,143.46,65.24,28.94
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T13:15:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T13:30:00Z,0.19,2.85,28.57,143.46,65.24,29.25
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T13:45:00Z,0.19,2.85,28.57,143.46,65.24,29.24
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T14:00:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T14:15:00Z,0.19,2.85,28.57,143.46,65.24,29.25
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T14:30:00Z,0.19,2.85,28.57,143.46,65.24,29.25
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T14:45:00Z,0.19,2.85,28.57,143.46,65.24,29.25
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T15:00:00Z,0.19,2.85,28.57,143.46,65.24,29.25
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T15:15:00Z,0.19,2.85,28.57,143.46,65.24,29.25
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T15:30:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T15:45:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T16:00:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T16:15:00Z,0.19,2.85,28.57,143.46,65.24,28.88
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T16:30:00Z,0.19,2.85,28.57,143.46,65.24,28.94
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T16:45:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T17:00:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T17:15:00Z,0.19,2.85,28.57,143.46,65.24,29.25
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T17:30:00Z,0.19,2.85,28.57,143.46,65.24,28.94
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T18:00:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T18:15:00Z,0.19,2.85,28.57,143.46,65.24,28.95
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T19:15:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T19:30:00Z,0.19,2.85,28.57,143.46,65.24,28.88
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T19:45:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T20:00:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T20:15:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T20:30:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T20:45:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T21:00:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T21:15:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T21:30:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T21:45:00Z,0.19,2.85,28.57,143.46,65.24,28.93
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T22:00:00Z,0.19,2.85,28.57,143.46,65.24,29.25
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T22:15:00Z,0.19,2.85,28.57,143.46,65.24,29.24
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T22:30:00Z,0.19,2.85,28.57,143.46,65.24,29.25
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T22:45:00Z,0.19,2.85,28.57,143.46,65.24,29.25
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T23:00:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T23:15:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T23:30:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-07T23:45:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T00:00:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T00:15:00Z,0.19,2.85,28.57,143.46,65.24,29.25
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T00:30:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T00:45:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T01:00:00Z,0.19,2.85,28.57,143.46,65.24,28.94
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T01:15:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T01:30:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T01:45:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T02:00:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T02:15:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T02:30:00Z,0.19,2.85,28.57,143.46,65.24,28.94
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T02:45:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T03:00:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T03:15:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T03:30:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T03:45:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T04:00:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T04:15:00Z,0.19,2.85,28.57,143.46,65.24,28.94
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T04:30:00Z,0.19,2.85,28.57,143.46,65.24,28.94
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T04:45:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T05:00:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T05:15:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T05:30:00Z,0.19,2.85,28.57,143.46,65.24,28.94
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T05:45:00Z,0.19,2.85,28.57,143.46,65.24,28.94
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T06:00:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T06:15:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T06:30:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T06:45:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T07:00:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T07:15:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T07:45:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T08:15:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T08:30:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T08:45:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-08T09:00:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T03:45:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T04:00:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T04:15:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T04:30:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T04:45:00Z,0.19,2.85,28.57,143.46,65.24,28.61
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T05:00:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T05:15:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T05:30:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T05:45:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T06:00:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T06:15:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T06:30:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T06:45:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T07:15:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T07:30:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T07:45:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T08:00:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T08:15:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T08:30:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T08:45:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T09:15:00Z,0.19,2.85,28.57,143.46,65.24,28.93
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T09:45:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T10:00:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T10:15:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T10:30:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T10:45:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T11:00:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T11:15:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T11:30:00Z,0.19,2.85,28.57,143.46,65.24,28.94
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T11:45:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T12:00:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T12:30:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T12:45:00Z,0.19,2.85,28.57,143.46,65.24,29.25
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T13:00:00Z,0.19,2.85,28.57,143.46,65.24,28.6
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T13:15:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T13:30:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T13:45:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T14:00:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T14:15:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T14:30:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T14:45:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T15:00:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T15:15:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T15:30:00Z,0.19,2.85,28.57,143.46,65.24,28.94
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T15:45:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T16:00:00Z,0.19,2.85,28.57,143.46,65.24,29.25
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T16:15:00Z,0.19,2.85,28.57,143.46,65.24,29.25
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T16:45:00Z,0.19,2.85,28.57,143.46,65.24,28.93
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T17:00:00Z,0.19,2.85,28.57,143.46,65.24,28.93
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T17:15:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T17:30:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T17:45:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T18:00:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T18:15:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T19:15:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T19:30:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T19:45:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T20:00:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T20:15:00Z,0.19,2.85,28.57,143.46,65.24,29.27
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T20:30:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Kurla, Mumbai - MPCB",19.0863,72.8888,2025-03-09T20:45:00Z,0.19,2.85,28.57,143.46,65.24,29.26
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-18T20:15:00Z,1.21,48.9,3,206,111,21.8
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-18T20:30:00Z,1.16,43.9,3,190,100,21.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-18T20:45:00Z,1.16,43.9,2.9,190,100,21.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-18T21:00:00Z,1.16,43.9,1.8,190,100,21.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-18T21:15:00Z,1.16,43.9,1.9,190,100,21.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-18T21:30:00Z,0.87,45.3,1.3,169,94,8.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-18T21:45:00Z,0.87,39.9,2.7,169,94,9.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-18T22:00:00Z,1.06,44.1,2.9,169,94,11.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-18T22:15:00Z,1.1,43.7,2,169,94,13.6
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-18T22:30:00Z,1.08,47.3,1.8,166,90,14.1
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-18T22:45:00Z,1.08,45.6,4.5,166,90,14.6
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-18T23:00:00Z,1,41.1,3.2,166,90,14.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-18T23:15:00Z,1.15,46.8,2.6,166,90,16.6
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-18T23:30:00Z,0.93,39.7,3.9,201,145,17.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-18T23:45:00Z,0.93,41.9,3.9,201,145,17.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T00:00:00Z,1.23,45.5,4.2,201,145,16.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T00:15:00Z,1.1,43.9,4.7,201,145,17
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T00:30:00Z,1.05,38.2,3,223,166,18.2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T00:45:00Z,0.93,39.8,1.9,223,166,18.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T01:00:00Z,0.85,46.2,1.9,223,166,18.2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T01:15:00Z,0.92,49.6,3,223,166,17.2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T01:30:00Z,0.96,44,2.7,190,134,15.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T01:45:00Z,0.96,47.6,3.1,190,134,15.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T02:00:00Z,1.18,45.9,3.4,190,134,15.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T02:15:00Z,1.27,55.5,2.3,190,134,16
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T02:30:00Z,1.33,52.1,2.5,223,133,17
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T02:45:00Z,1.33,64.5,3.8,223,133,17
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T03:00:00Z,1.29,61.7,4.4,223,133,17.7
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T03:15:00Z,1.23,57.6,6.3,223,133,16.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T03:30:00Z,1.16,58.6,8.6,237,116,15.6
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T03:45:00Z,1.16,59.5,14.2,237,116,15.6
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T04:00:00Z,0.84,56.7,24.5,237,116,15.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T04:15:00Z,0.8,54,35.7,237,116,14.7
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T04:30:00Z,0.72,42.9,58.3,229,107,14
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T04:45:00Z,0.66,40.7,68.2,229,107,13.2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T05:00:00Z,0.63,33.3,79.3,229,107,12.2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T05:15:00Z,0.63,38.9,85.7,229,107,11.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T05:30:00Z,0.55,36.4,100.4,166,79,10.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T05:45:00Z,0.55,34.6,121.5,166,79,10.8
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T06:00:00Z,1.01,35.3,134.1,166,79,10.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T06:15:00Z,0.98,30.6,142.6,166,79,10
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-02-19T06:30:00Z,0.96,30.3,158.8,193,81,10.8
