city,latitude,longitude,datetimeUtc,co,no2,o3,pm10,pm25,so2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T12:00:00Z,1.05,14.9,115.5,95,39,8.7
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T12:15:00Z,1.08,16.9,93.6,95,39,9.2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T12:30:00Z,1.12,19.5,76.9,116,57,9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T12:45:00Z,1.11,19.8,74.2,116,57,8.6
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T13:00:00Z,1.16,22.1,67.9,116,57,8.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T13:15:00Z,1.12,20.5,67.1,116,57,8.2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T13:30:00Z,1.12,20.8,60.4,81,38,8.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T13:45:00Z,1.12,22,57.7,81,38,8.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T14:00:00Z,1.12,20.5,52.7,81,38,8.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T14:15:00Z,1.16,21,42.3,81,38,8.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T14:30:00Z,1.2,23.8,31.3,121,81,8.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T14:45:00Z,1.32,30.1,20.3,121,81,8.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T15:00:00Z,1.28,33.8,12.7,121,81,8.2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T15:15:00Z,1.35,41.5,7.9,121,81,7.1
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T15:30:00Z,1.37,45.8,4.1,125,63,6.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T15:45:00Z,1.37,42.7,2.7,125,63,6.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T16:00:00Z,1.25,46.1,2.2,125,63,6.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T16:15:00Z,1.28,45.4,2.2,125,63,7.2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T16:30:00Z,1.36,46.2,1.6,145,69,7.8
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T16:45:00Z,1.33,44.1,2.1,145,69,8
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T17:00:00Z,1.33,38.3,3.6,145,69,8.1
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T17:15:00Z,1.27,38.1,6,145,69,8.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T17:30:00Z,1.21,40.4,5.2,156,92,8.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T17:45:00Z,1.21,40,3.8,156,92,8.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T18:00:00Z,1.15,38.7,4,156,92,8.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T18:15:00Z,1.2,40.6,2.6,156,92,8.1
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T19:15:00Z,1.2,35.3,2.6,134,70,8.1
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T19:30:00Z,1.27,32.7,2.4,162,91,8.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T19:45:00Z,1.27,35.4,2.4,162,91,8.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T20:00:00Z,1.21,36.4,2.4,162,91,8.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T20:15:00Z,1.04,38.5,2.4,162,91,8.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T20:30:00Z,1.04,33.6,8.6,136,86,8.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T20:45:00Z,1.04,33.6,12.1,136,86,8.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T21:00:00Z,1.04,33.6,18.8,136,86,8.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T21:15:00Z,1.04,33.6,23.6,136,86,8.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T21:30:00Z,0.97,18.2,31.7,116,79,3.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T21:45:00Z,0.97,18.6,35.6,116,79,3.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T22:00:00Z,0.93,17,36.5,116,79,3.8
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T22:15:00Z,0.93,15.6,37.3,116,79,3.6
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T22:30:00Z,0.89,13.9,36.2,100,68,3.8
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T22:45:00Z,0.87,14.5,32.8,100,68,3.7
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T23:00:00Z,0.88,16,28.5,100,68,3.6
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T23:15:00Z,0.86,17.4,26.5,100,68,3.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T23:30:00Z,0.84,16,28.7,97,66,3.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-01T23:45:00Z,0.84,14.1,30.1,97,66,3.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T00:00:00Z,1.16,16.2,28.3,97,66,3.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T00:30:00Z,1.09,16.8,21.2,90,53,3.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T00:45:00Z,1.09,18.4,17.9,90,53,3.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T01:00:00Z,1.08,19.3,14.8,90,53,3.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T01:15:00Z,1.1,18.6,15.2,90,53,3.6
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T01:30:00Z,1.18,17.6,18.1,94,67,4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T01:45:00Z,1.18,15.5,13.7,94,67,4.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T02:00:00Z,0.84,16.9,13.2,94,67,4.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T02:15:00Z,0.77,18.3,16.9,94,67,4.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T02:30:00Z,0.79,18.9,22.7,100,47,4.6
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T02:45:00Z,0.79,19.6,27.2,100,47,4.6
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T03:00:00Z,0.77,21.2,27.2,100,47,4.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T03:15:00Z,0.78,22.4,31.4,100,47,5.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T03:30:00Z,0.81,22.8,36.2,102,57,6.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T03:45:00Z,0.81,21.1,44.9,102,57,7.1
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T04:00:00Z,0.94,20.6,50.1,102,57,7.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T04:15:00Z,0.96,19.7,56.8,102,57,7.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T04:30:00Z,0.96,19.4,61.4,117,58,7.7
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T04:45:00Z,0.9,18.3,70.2,117,58,9.2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T05:00:00Z,0.93,17.8,78.4,117,58,9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T05:15:00Z,0.86,17.1,86.3,117,58,8.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T05:30:00Z,0.89,16.1,92.8,129,53,8.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T05:45:00Z,0.89,15.8,101.4,129,53,8
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T06:00:00Z,1.04,15.2,101.1,129,53,7.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T06:15:00Z,1.05,12.7,106.2,129,53,5.8
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T06:30:00Z,0.98,11.4,106.3,95,45,5.2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T06:45:00Z,0.98,11,109.3,95,45,5.1
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T07:00:00Z,1.01,10.8,110.9,95,45,3.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T07:15:00Z,1,8.9,112.1,95,45,2.6
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T07:30:00Z,0.98,10.8,111.8,86,24,2.8
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T07:45:00Z,0.98,11,110.9,86,24,3.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T08:00:00Z,1.02,10,108.8,86,24,3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T08:15:00Z,1,9.8,107.6,86,24,2.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T08:30:00Z,0.96,10.8,107,85,27,3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T08:45:00Z,0.98,10.9,105.8,85,27,3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T09:00:00Z,1.01,9.9,104.8,85,27,3.6
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T09:15:00Z,0.96,9.1,107.9,85,27,4.7
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T09:30:00Z,0.98,8.9,107.3,63,19,4.7
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T09:45:00Z,0.98,9.5,105.4,63,19,4.7
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T10:00:00Z,0.82,9.2,110.8,63,19,4.1
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T10:15:00Z,0.85,8.1,110.2,63,19,4.7
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T10:30:00Z,0.8,8.2,107.8,63,17,5.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T10:45:00Z,0.82,8.3,108.3,63,17,5.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T11:00:00Z,0.78,8.7,109.1,63,17,4.8
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T11:15:00Z,0.82,9.3,106,63,17,5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T11:45:00Z,0.82,9.6,106.7,64,18,5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T12:00:00Z,0.87,9.4,104.5,64,18,5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T12:15:00Z,0.93,10,102.1,64,18,5.1
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T12:45:00Z,0.98,12.4,90.6,63,19,5.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T13:00:00Z,0.98,13.4,87.9,63,19,5.2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T13:15:00Z,1.03,15.8,80,63,19,5.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T13:30:00Z,1.06,23.8,61.2,78,19,5.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T13:45:00Z,1.06,26.8,50.3,78,19,5.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T14:15:00Z,1.15,31.4,33.5,78,19,5.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T14:30:00Z,1.15,34.3,29,99,36,6.1
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T15:00:00Z,1.26,37.5,15,99,36,6.2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T15:15:00Z,1.36,41.1,8.9,99,36,5.6
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T15:30:00Z,1.48,47.7,3.5,153,59,5.7
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T15:45:00Z,1.48,49.5,3.1,153,59,6.6
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T16:00:00Z,1.49,46.6,2.8,153,59,7.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T16:15:00Z,1.36,45.7,3,153,59,7.8
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T16:30:00Z,1.37,42.8,2.8,171,70,8.2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T16:45:00Z,1.39,41.2,1.6,171,70,8.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T17:15:00Z,1.39,44.9,2.3,171,70,8.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T17:30:00Z,1.43,43.3,1.9,152,67,8.7
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T17:45:00Z,1.43,40,2.1,152,67,8.7
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T18:00:00Z,1.19,38.8,2.6,152,67,8.7
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T18:15:00Z,1.16,39.8,1.5,152,67,9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T19:15:00Z,1.12,40.4,1.8,139,70,9.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T19:30:00Z,1.1,40.7,2.4,146,70,10
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T19:45:00Z,1.1,42.6,2.4,146,70,9.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T20:00:00Z,1.02,44.3,2.4,146,70,9.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T20:15:00Z,1,43.7,2.4,146,70,8.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T20:30:00Z,0.97,41.1,3.8,113,50,8.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T20:45:00Z,0.97,41.1,12.5,113,50,8.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T21:00:00Z,0.97,41.1,20.2,113,50,8.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T21:15:00Z,0.97,41.1,17.5,113,50,8.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T21:30:00Z,0.84,27.5,18.7,102,55,2.6
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T21:45:00Z,0.84,25.7,19.4,102,55,3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T22:00:00Z,0.88,27.6,19.8,102,55,3.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T22:15:00Z,0.89,30.5,15.2,102,55,4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T22:30:00Z,0.9,36.4,7.2,100,52,4.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T22:45:00Z,0.89,39.2,7.7,100,52,4.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T23:15:00Z,1.01,39.4,1.9,100,52,4.7
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T23:30:00Z,1.35,43.7,4.3,141,57,4.7
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-02T23:45:00Z,1.35,37.7,6.5,141,57,5.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T00:00:00Z,1.6,40.3,6.2,141,57,7.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T00:15:00Z,1.56,35.6,3.5,141,57,9.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T00:30:00Z,1.58,33.8,3.8,173,151,10.6
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T00:45:00Z,1.5,29.6,6.9,173,151,10.6
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T01:00:00Z,1.41,32.4,8.5,173,151,10.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T01:15:00Z,1.5,34.3,7.5,173,151,10.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T01:30:00Z,1.48,31.6,6.1,185,117,10.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T01:45:00Z,1.48,36.6,5.4,185,117,10.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T02:00:00Z,1.15,34.3,3.4,185,117,10.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T02:15:00Z,1.13,32.5,4.9,185,117,10.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T02:30:00Z,1.04,38.6,6.9,239,133,10.8
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T02:45:00Z,0.92,40.1,13.3,239,133,10.8
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T03:00:00Z,0.86,36.8,20.9,239,133,11.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T03:15:00Z,0.88,37.6,27.2,239,133,12.7
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T03:30:00Z,0.86,43.5,31.4,177,83,20.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T03:45:00Z,0.86,47.7,36,177,83,21.1
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T04:00:00Z,1.11,48.9,41.3,177,83,17.7
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T04:15:00Z,1.11,39.6,52.3,177,83,12.6
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T04:30:00Z,1.12,42.8,53.8,182,83,11.1
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T04:45:00Z,1.09,42.3,59.5,182,83,10.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T05:00:00Z,1.05,40.9,68.1,182,83,9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T05:15:00Z,1.1,41.8,73.8,182,83,8.2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T05:30:00Z,1.08,41.3,83.3,162,74,7.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T05:45:00Z,1.08,40.3,88.8,162,74,6.1
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T06:15:00Z,1.02,31.2,104.8,162,74,2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T06:30:00Z,1,34,108.5,130,50,2.8
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T07:15:00Z,0.94,22.1,121.2,130,50,2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T07:30:00Z,0.96,23.3,120,119,44,2.2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T07:45:00Z,0.96,30.2,109.6,119,44,1.8
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T08:00:00Z,0.93,22.5,132.3,119,44,0.2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T08:15:00Z,0.93,21.9,158.9,119,44,0.2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T08:45:00Z,0.95,21.5,202.6,113,34,0.2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T09:00:00Z,0.96,19.8,194,113,34,2.1
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T09:15:00Z,0.93,17.4,187.5,113,34,6.8
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T09:30:00Z,0.9,15.3,167.1,135,42,7.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T10:15:00Z,0.96,14.6,158.5,135,42,6
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T10:45:00Z,0.96,16.1,143.2,118,40,6.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T11:15:00Z,0.95,18.5,122.3,118,40,6.1
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T11:30:00Z,0.92,25.3,101.4,110,36,6.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T11:45:00Z,0.92,31,86.5,110,36,7.7
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T12:00:00Z,1.03,30.2,87.6,110,36,7.2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T12:15:00Z,1.06,44.1,66,110,36,7.6
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T12:30:00Z,1.12,47.9,59.3,156,35,8.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T12:45:00Z,1.23,54.4,44.9,156,35,8.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T13:00:00Z,1.29,59.4,35.3,156,35,8.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T13:15:00Z,1.29,52.1,35.7,156,35,9.2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T13:30:00Z,1.27,50.1,33.7,216,55,9.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T13:45:00Z,1.27,48.7,36.7,216,55,9.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T14:00:00Z,1.26,50.2,32.7,216,55,9.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T14:15:00Z,1.2,51.5,32.8,216,55,9.8
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T14:30:00Z,1.17,48.6,37.7,179,48,10
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T14:45:00Z,1.21,52.5,31.9,179,48,10
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T15:00:00Z,1.24,51.1,26.9,179,48,10
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T15:15:00Z,1.24,54,22.5,179,48,8.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T15:30:00Z,1.21,48.6,30.3,194,68,8.2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T15:45:00Z,1.21,49.9,23.5,194,68,7.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T16:00:00Z,1.09,58.5,7.1,194,68,7.9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T16:15:00Z,1.15,61.9,3.4,194,68,8
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T16:30:00Z,1.17,57.9,6.3,201,62,8
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T16:45:00Z,1.1,50.3,16.4,201,62,8.2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T17:00:00Z,1.09,48.7,18.2,201,62,8.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T17:15:00Z,1.12,56.7,8.6,201,62,8.5
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T17:30:00Z,1.09,51.6,7.5,282,81,9
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T17:45:00Z,1.09,53.9,10.7,282,81,9.6
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T18:00:00Z,0.93,52.7,13.8,282,81,9.7
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T18:15:00Z,0.94,50.3,20.5,282,81,9.4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T19:15:00Z,1.01,49.2,14.1,282,81,9.7
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T19:30:00Z,1.02,45.6,17,282,81,10.2
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T19:45:00Z,1.02,46.8,17,282,81,10.6
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T20:00:00Z,1.08,40.3,17,282,81,10.8
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T20:15:00Z,1.09,43.7,17,282,81,10.7
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T20:30:00Z,1.01,38.8,20.4,282,81,10.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T20:45:00Z,1.01,38.8,27.2,282,81,10.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T21:00:00Z,1.01,38.8,7.3,282,81,10.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T21:15:00Z,1.01,38.8,8,282,81,10.3
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T21:30:00Z,0.98,32.9,16.2,282,81,3.8
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T21:45:00Z,0.98,32.9,18.4,282,81,3.8
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T22:00:00Z,0.93,31,17.1,282,81,4.6
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T22:15:00Z,0.9,27.9,29.3,282,81,4.8
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T22:30:00Z,0.85,24.1,39.4,282,81,4.7
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T22:45:00Z,0.8,23.9,36,282,81,4.7
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T23:00:00Z,0.8,22.4,38.1,282,81,4.6
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T23:15:00Z,0.78,18.4,39.9,282,81,4
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T23:30:00Z,0.8,17.5,39.6,282,81,3.8
"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,2025-03-03T23:45:00Z,0.8,17.9,35.2,282,81,3.7
